post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_sold_individually,_low_stock_amount,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_purchase_note,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords
"Andrew Martin Wallpaper - Wychwood - Happy Blue",andrew-martin-wallpaper-wychwood-happy-blue,,406049,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 1 8057904090"" height=""135"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_1_8057904090.png"" title=""imageedit 1 8057904090"" width=""133"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Inspired by 15th and 16th century tapestries, Wychwood shows bushy tailed creatures peering amongst hedgerows, blooming trees and rolling English hills. With a rich sense of folklore and the lyricism of rural land, Wychwood is made contemporary in a vibrant blue.",publish,,0,"2021-02-03 22:26:03",1,open,WychwoodHappyBlue,,,,no,no,,334,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/WychwoodHappyBlue-3.jpg ! alt :  ! title : WychwoodHappyBlue-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/andrew-martin-wallpaper-wychwood-happy-blue/,,,,,,,,,,,
"Andrew Martin Wallpaper - Wychwood - Huntsman Red",andrew-martin-wallpaper-wychwood-huntsman-red,,406051,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 1 8057904090"" height=""135"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_1_8057904090.png"" title=""imageedit 1 8057904090"" width=""133"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Inspired by 15th and 16th century tapestries, Wychwood shows bushy tailed creatures peering amongst hedgerows, blooming trees and rolling English hills. With a rich sense of folklore and the lyricism of rural land, Wychwood is made contemporary with a bright huntsman red motif.",publish,,0,"2021-02-03 22:26:04",1,open,WychwoodHuntsmanRed,,,,no,no,,334,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/WychwoodHuntsmanRed-3.jpg ! alt :  ! title : WychwoodHuntsmanRed-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/andrew-martin-wallpaper-wychwood-huntsman-red/,,,,,,,,,,,
"Andrew Martin Wallpaper - Wychwood - Melon Orange",andrew-martin-wallpaper-wychwood-melon-orange,,406053,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 1 8057904090"" height=""135"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_1_8057904090.png"" title=""imageedit 1 8057904090"" width=""133"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Inspired by 15th and 16th century tapestries, Wychwood shows bushy tailed creatures peering amongst hedgerows, blooming trees and rolling English hills. With a rich sense of folklore and the lyricism of rural land, Wychwood is made contemporary in a vibrant orange.",publish,,0,"2021-02-03 22:26:04",1,open,WychwoodMelonOrange,,,,no,no,,334,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/WychwoodMelonOrange-3.jpg ! alt :  ! title : WychwoodMelonOrange-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/andrew-martin-wallpaper-wychwood-melon-orange/,,,,,,,,,,,
"Andrew Martin Wallpaper - Wychwood - Provencal Yellow",andrew-martin-wallpaper-wychwood-provencal-yellow,,406055,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 1 8057904090"" height=""135"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_1_8057904090.png"" title=""imageedit 1 8057904090"" width=""133"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Inspired by 15th and 16th century tapestries, Wychwood shows bushy tailed creatures peering amongst hedgerows, blooming trees and rolling English hills. With a rich sense of folklore and the lyricism of rural land, Wychwood is made contemporary in vibrant lemon yellow.",publish,,0,"2021-02-03 22:26:05",1,open,WychwoodProvencalYellow,,,,no,no,,334,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/WychwoodProvencalYellow-3.jpg ! alt :  ! title : WychwoodProvencalYellow-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/andrew-martin-wallpaper-wychwood-provencal-yellow/,,,,,,,,,,,
"Christian Lacroix Fabric Cabanon - Vert Billard",christian-lacroix-fabric-cabanon-vert-billard,,406057,"<h1>Care Code</h1><p><img align=baseline alt=DO NOT WASH height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-WASH.png"" title=DO NOT WASH width=50 /><img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 /><img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 /><img align=baseline alt=MEDIUM IRON height=31 src=/site/inspirynz/DOCUMENTS/MEDIUM IRON.png title=MEDIUM IRON width=49 /><img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 /></p><h1>Care Code Guide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabric.<br /><br />Please click <strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff0033;>here<span style=color:#696969;> </span></span></a></strong><span style=font-size: 1em;>to download.</span></span></p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","Four new colourways in this classic Lacroix striped weave, a great fabric for curtains, blinds, bedcovers or smart upholstery.",publish,,0,"2021-02-03 22:26:13",1,open,FCL051-06,,,,no,no,,382,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/FCL051-06.jpg ! alt : Christian Lacroix Fabric  Cabanon - Vert Billard ! title : Christian Lacroix Fabric  Cabanon - Vert Billard 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/FCL051-06-1.jpg ! alt : Christian Lacroix Fabric  Cabanon - Vert Billard ! title : Christian Lacroix Fabric  Cabanon - Vert Billard 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/02/FCL051-06-2.jpg ! alt :  ! title : FCL051-06-2.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-cabanon-vert-billard/,,,,,,,,,,,
"Christian Lacroix Fabric Le Pas Des Anges - Printemps",christian-lacroix-fabric-le-pas-des-anges¬¨a†-printemps,,406059,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","An expressive cut velvet from Maison Christian Lacroix in abstract shapes with an intertwined damask pattern. Stylish and versatile, the two-tone velvet pile is in contrast to the neutral linen weave ground. A perfect fabric for inspired curtains, blinds, bedcovers and upholstery. In five distinct colourways.",publish,,0,"2021-02-03 22:26:58",1,closed,FCL7039-05,,,,no,no,,442,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7039-05.jpg ! alt :  ! title : FCL7039-05.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-pas-des-anges%c2%ac%c2%a8a%e2%80%a0-printemps/,,,,,,,,,,,
"Christian Lacroix Fabric Le Gres Plage - Seigle",christian-lacroix-fabric-le-gres-plage¬¨a†-seigle,,406061,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:16",1,closed,FCL7048-05,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-05.jpg ! alt :  ! title : FCL7048-05.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-seigle/,,,,,,,,,,,
"Christian Lacroix Fabric Le Gres Plage - Maduro",christian-lacroix-fabric-le-gres-plage¬¨a†-maduro,,406063,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:17",1,closed,FCL7048-06,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-06.jpg ! alt :  ! title : FCL7048-06.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-maduro/,,,,,,,,,60,,
"Christian Lacroix Fabric Le Gres Plage - Iris",christian-lacroix-fabric-le-gres-plage¬¨a†-iris,,406065,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:18",1,closed,FCL7048-07,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-07.jpg ! alt :  ! title : FCL7048-07.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-iris/,,,,,,,,,,,
"Christian Lacroix Fabric Le Gres Plage - Oeillet",christian-lacroix-fabric-le-gres-plage¬¨a†-oeillet,,406067,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:19",1,closed,FCL7048-08,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-08.jpg ! alt :  ! title : FCL7048-08.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-oeillet/,,,,,,,,,,,
"Christian Lacroix Fabric Le Gres Plage - Bourgeon",christian-lacroix-fabric-le-gres-plage¬¨a†-bourgeon,,406069,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:20",1,closed,FCL7048-09,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-09.jpg ! alt :  ! title : FCL7048-09.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-bourgeon/,,,,,,,,,,,
"Christian Lacroix Fabric Le Gres Plage - Printemps",christian-lacroix-fabric-le-gres-plage¬¨a†-printemps,,406071,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:21",1,closed,FCL7048-10,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-10.jpg ! alt :  ! title : FCL7048-10.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-printemps/,,,,,,,,,,,
"Christian Lacroix Fabric Le Gres Plage - Bleu Paon",christian-lacroix-fabric-le-gres-plage¬¨a†-bleu-paon,,406073,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>","A durable and glamorous upholstery boucle weave designed to coordinate with Maison Christian Lacroix fabric and wallpaper collections. This hard-wearing yarn dyed fabric is available in an all-encompassing colour palette from signature bold shades to neutral tones.",publish,,0,"2021-02-03 22:27:22",1,closed,FCL7048-11,,,,no,no,,228,,0.4,0.5,0.5,160,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/02/FCL7048-11.jpg ! alt :  ! title : FCL7048-11.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-fabric-le-gres-plage%c2%ac%c2%a8a%e2%80%a0-bleu-paon/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Noailles - Or",christian-lacroix-wallpaper-noailles-or,,406075,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","A classic vintage French textile is given the house of Lacroix treatment in this grand scale scrolling damask wallpaper. Printed onto a smooth non-woven ground for ease of hanging.",publish,,0,"2021-02-03 22:27:57",1,open,PCL1007-05,,,,no,no,,327,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05-1.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05-2.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05-3.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-noailles-or/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre",christian-lacroix-wallpaper-birds-sinfonia-cuivre,,406077,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.",publish,,0,"2021-02-03 22:28:07",1,open,PCL7017-05,,,,no,no,,347,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05-1.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05-2.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05-3.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-birds-sinfonia-cuivre/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Birds - Sinfonia - Source",christian-lacroix-wallpaper-birds-sinfonia-source,,406079,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.",publish,,0,"2021-02-03 22:28:07",1,open,PCL7017-06,,,,no,no,,347,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06-1.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06-2.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06-3.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-birds-sinfonia-source/,,,,,,,,,,,
