post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_sold_individually,_low_stock_amount,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_purchase_note,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords
"Christian Lacroix Wallpaper - Noailles - Or",christian-lacroix-wallpaper-noailles-or,,406075,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","A classic vintage French textile is given the house of Lacroix treatment in this grand scale scrolling damask wallpaper. Printed onto a smooth non-woven ground for ease of hanging.",publish,,0,"2021-02-03 22:27:57",1,open,PCL1007-05,,,,no,no,,327,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05-1.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05-2.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL1007-05-3.jpg ! alt : Christian Lacroix Wallpaper - Noailles - Or ! title : Christian Lacroix Wallpaper - Noailles - Or 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-noailles-or/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre",christian-lacroix-wallpaper-birds-sinfonia-cuivre,,406077,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.",publish,,0,"2021-02-03 22:28:07",1,open,PCL7017-05,,,,no,no,,347,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05-1.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05-2.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-05-3.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Cuivre 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-birds-sinfonia-cuivre/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Birds - Sinfonia - Source",christian-lacroix-wallpaper-birds-sinfonia-source,,406079,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.",publish,,0,"2021-02-03 22:28:07",1,open,PCL7017-06,,,,no,no,,347,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06-1.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06-2.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-06-3.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Source ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Source 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-birds-sinfonia-source/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc",christian-lacroix-wallpaper-birds-sinfonia-jonc,,406081,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.",publish,,0,"2021-02-03 22:28:08",1,open,PCL7017-07,,,,no,no,,347,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-07.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-07-1.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-07-2.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-07-3.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Jonc 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-birds-sinfonia-jonc/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite",christian-lacroix-wallpaper-birds-sinfonia-graphite,,406083,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.",publish,,0,"2021-02-03 22:28:09",1,open,PCL7017-08,,,,no,no,,347,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-08.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-08-1.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-08-2.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7017-08-3.jpg ! alt : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite ! title : Christian Lacroix Wallpaper - Birds - Sinfonia - Graphite 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-birds-sinfonia-graphite/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre",christian-lacroix-wallpaper-primavera-labyrinthum-cuivre,,406085,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Interlocking botanicals and graphic lines unite to create a stunning embodiment of tailored chic from Christian Lacroix. In six unique colourways, this non-woven wallpaper is highly versatile. Printed onto a luxurious heavyweight ground for ease of hanging.",publish,,0,"2021-02-03 22:28:13",1,open,PCL7018-05,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-05.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-05-1.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-05-2.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-05-3.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Cuivre 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-primavera-labyrinthum-cuivre/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau",christian-lacroix-wallpaper-primavera-labyrinthum-roseau,,406087,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","Interlocking botanicals and graphic lines unite to create a stunning embodiment of tailored chic from Christian Lacroix. In six unique colourways, this non-woven wallpaper is highly versatile. Printed onto a luxurious heavyweight ground for ease of hanging.",publish,,0,"2021-02-03 22:28:14",1,open,PCL7018-06,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-06.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-06-1.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-06-2.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7018-06-3.jpg ! alt : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau ! title : Christian Lacroix Wallpaper - Primavera Labyrinthum - Roseau 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-primavera-labyrinthum-roseau/,,,,,,,,,,,
"Christian Lacroix Wallpaper - L Eden - Carbone",christian-lacroix-wallpaper-l-eden-carbone,,406089,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","A striking formation of leaves and botanicals from Maison Christian Lacroix in a simple tone on tone design, some colourways featuring a crackle effect metallic print. This beautiful wallpaper is printed onto a non-woven washable ground for ease of hanging and available in seven stylish colourways.",publish,,0,"2021-02-03 22:28:25",1,open,PCL7025-05,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-05.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Carbone ! title : Christian Lacroix Wallpaper - L Eden - Carbone 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-05-1.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Carbone ! title : Christian Lacroix Wallpaper - L Eden - Carbone 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-05-2.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Carbone ! title : Christian Lacroix Wallpaper - L Eden - Carbone 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-05-3.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Carbone ! title : Christian Lacroix Wallpaper - L Eden - Carbone 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-l-eden-carbone/,,,,,,,,,,,
"Christian Lacroix Wallpaper - L Eden - Bleu Nigelle",christian-lacroix-wallpaper-l-eden-bleu-nigelle,,406091,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","A striking formation of leaves and botanicals from Maison Christian Lacroix in a simple tone on tone design, some colourways featuring a crackle effect metallic print. This beautiful wallpaper is printed onto a non-woven washable ground for ease of hanging and available in seven stylish colourways.",publish,,0,"2021-02-03 22:28:26",1,open,PCL7025-06,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-06.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle ! title : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-06-1.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle ! title : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-06-2.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle ! title : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-06-3.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle ! title : Christian Lacroix Wallpaper - L Eden - Bleu Nigelle 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-l-eden-bleu-nigelle/,,,,,,,,,,,
"Christian Lacroix Wallpaper - L Eden - Bourgeon",christian-lacroix-wallpaper-l-eden-bourgeon,,406093,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","A striking formation of leaves and botanicals from Maison Christian Lacroix in a simple tone on tone design, some colourways featuring a crackle effect metallic print. This beautiful wallpaper is printed onto a non-woven washable ground for ease of hanging and available in seven stylish colourways.",publish,,0,"2021-02-03 22:28:27",1,open,PCL7025-07,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-07.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bourgeon ! title : Christian Lacroix Wallpaper - L Eden - Bourgeon 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-07-1.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bourgeon ! title : Christian Lacroix Wallpaper - L Eden - Bourgeon 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-07-2.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bourgeon ! title : Christian Lacroix Wallpaper - L Eden - Bourgeon 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7025-07-3.jpg ! alt : Christian Lacroix Wallpaper - L Eden - Bourgeon ! title : Christian Lacroix Wallpaper - L Eden - Bourgeon 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-l-eden-bourgeon/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Les Messagers - Souris",christian-lacroix-wallpaper-les-messagers-souris,,406095,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","An abstract series of stamps which creates a serene scene of large scale mosaic butterflies featuring a crackled effect in the motifs some with metallic highlights. This beautiful iconic wide width wallpaper by Christian Lacroix is printed onto a non-woven ground for ease of hanging in six stylish colourways.",publish,,0,"2021-02-03 22:28:31",1,open,PCL7026-05,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-05.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Souris ! title : Christian Lacroix Wallpaper - Les Messagers - Souris 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-05-1.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Souris ! title : Christian Lacroix Wallpaper - Les Messagers - Souris 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-05-2.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Souris ! title : Christian Lacroix Wallpaper - Les Messagers - Souris 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-05-3.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Souris ! title : Christian Lacroix Wallpaper - Les Messagers - Souris 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-les-messagers-souris/,,,,,,,,,,,
"Christian Lacroix Wallpaper - Les Messagers - Perle",christian-lacroix-wallpaper-les-messagers-perle,,406097,"<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>","An abstract series of stamps which creates a serene scene of large scale mosaic butterflies featuring a crackled effect in the motifs some with metallic highlights. This beautiful iconic wide width wallpaper by Christian Lacroix is printed onto a non-woven ground for ease of hanging in six stylish colourways.",publish,,0,"2021-02-03 22:28:32",1,open,PCL7026-06,,,,no,no,,287,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-06.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Perle ! title : Christian Lacroix Wallpaper - Les Messagers - Perle 1 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-06-1.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Perle ! title : Christian Lacroix Wallpaper - Les Messagers - Perle 2 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-06-2.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Perle ! title : Christian Lacroix Wallpaper - Les Messagers - Perle 3 ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/03/PCL7026-06-3.jpg ! alt : Christian Lacroix Wallpaper - Les Messagers - Perle ! title : Christian Lacroix Wallpaper - Les Messagers - Perle 4 ! desc :  ! caption : ",,https://inspiry.co.nz/products/christian-lacroix-wallpaper-les-messagers-perle/,,,,,,,,,,,
